"trip_id","starttime","stoptime","bikeid","tripduration","from_station_name","to_station_name","from_station_id","to_station_id","usertype","gender","birthyear"
75347,"2015-05-18 14:44:00","2015-05-18 15:24:00","SEA00116","2370.088","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","Westlake Ave & 6th Ave","WF-04","SLU-15","Short-Term Pass Holder","",""
60451,"2015-04-19 12:22:00","2015-04-19 12:39:00","SEA00265","1026.848","2nd Ave & Pine St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","CBD-13","PS-05","Short-Term Pass Holder","",""
87188,"2015-06-08 22:19:00","2015-06-08 22:29:00","SEA00336","615.198","Republican St & Westlake Ave N","2nd Ave & Vine St","SLU-04","BT-03","Annual Member","Male",1989
29838,"2015-01-20 17:59:00","2015-01-20 18:04:00","SEA00183","296.54","15th Ave E & E Thomas St","E Harrison St & Broadway Ave E","CH-05","CH-02","Annual Member","Male",1987
123700,"2015-08-06 16:38:00","2015-08-06 17:01:00","SEA00191","1377.943","3rd Ave & Broad St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","BT-01","WF-04","Short-Term Pass Holder","",""
74034,"2015-05-15 18:43:00","2015-05-15 18:48:00","SEA00171","305.315","Pine St & 9th Ave","PATH / 9th Ave & Westlake Ave","SLU-16","SLU-07","Annual Member","Male",1987
7157,"2014-10-29 11:06:00","2014-10-29 11:16:00","SEA00370","628.02","2nd Ave & Vine St","9th Ave N & Mercer St","BT-03","DPD-01","Annual Member","Male",1988
18629,"2014-12-02 22:49:00","2014-12-02 22:54:00","SEA00091","287.732","Cal Anderson Park / 11th Ave & Pine St","Summit Ave & E Denny Way","CH-08","CH-01","Annual Member","Male",1987
104340,"2015-07-07 17:01:00","2015-07-07 17:15:00","SEA00308","852.743","Republican St & Westlake Ave N","Key Arena / 1st Ave N & Harrison St","SLU-04","SLU-19","Annual Member","Male",1980
17420,"2014-11-26 18:47:00","2014-11-26 18:54:00","SEA00363","454.54","12th Ave & E Denny Way","PATH / 9th Ave & Westlake Ave","CH-06","SLU-07","Annual Member","Male",1958
35631,"2015-02-10 17:27:00","2015-02-10 17:32:00","SEA00471","285.145","Republican St & Westlake Ave N","Westlake Ave & 6th Ave","SLU-04","SLU-15","Annual Member","Male",1978
51225,"2015-03-27 14:31:00","2015-03-27 14:51:00","SEA00365","1189.557","2nd Ave & Blanchard St","3rd Ave & Broad St","BT-05","BT-01","Short-Term Pass Holder","",""
102457,"2015-07-04 19:07:00","2015-07-04 19:32:00","SEA00022","1516.527","E Blaine St & Fairview Ave E","Summit Ave & E Denny Way","EL-03","CH-01","Short-Term Pass Holder","",""
148891,"2015-09-24 14:48:00","2015-09-24 14:59:00","SEA00445","660.497","Pier 69 / Alaskan Way & Clay St","2nd Ave & Blanchard St","WF-01","BT-05","Short-Term Pass Holder","",""
24560,"2014-12-29 09:34:00","2014-12-29 09:40:00","SEA00330","403.947","2nd Ave & Vine St","9th Ave N & Mercer St","BT-03","DPD-01","Annual Member","Male",1985
31611,"2015-01-26 16:19:00","2015-01-26 17:00:00","SEA00451","2457.409","Pier 69 / Alaskan Way & Clay St","Pier 69 / Alaskan Way & Clay St","WF-01","WF-01","Short-Term Pass Holder","",""
134436,"2015-08-24 13:45:00","2015-08-24 13:51:00","SEA00145","404.698","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","Pier 69 / Alaskan Way & Clay St","WF-04","WF-01","Annual Member","Male",1971
86875,"2015-06-08 12:47:00","2015-06-08 13:03:00","SEA00327","946.791","7th Ave & Union St","3rd Ave & Broad St","CBD-03","BT-01","Short-Term Pass Holder","",""
151429,"2015-09-29 17:10:00","2015-09-29 17:21:00","SEA00420","651.067","PATH / 9th Ave & Westlake Ave","Pine St & 9th Ave","SLU-07","SLU-16","Short-Term Pass Holder","",""
33673,"2015-02-02 16:13:00","2015-02-02 16:19:00","SEA00358","367.045","2nd Ave & Pine St","PATH / 9th Ave & Westlake Ave","CBD-13","SLU-07","Annual Member","Male",1972
11188,"2014-11-08 13:04:00","2014-11-08 14:00:00","SEA00174","3387.175","Key Arena / 1st Ave N & Harrison St","Key Arena / 1st Ave N & Harrison St","SLU-19","SLU-19","Short-Term Pass Holder","",""
17823,"2014-11-30 00:42:00","2014-11-30 01:04:00","SEA00249","1273.354","2nd Ave & Blanchard St","Dexter Ave N & Aloha St","BT-05","SLU-02","Short-Term Pass Holder","",""
115855,"2015-07-25 11:51:00","2015-07-25 12:08:00","SEA00219","1052.87","Summit Ave E & E Republican St","6th Ave & Blanchard St","CH-03","BT-04","Short-Term Pass Holder","",""
40720,"2015-02-24 18:15:00","2015-02-24 18:20:00","SEA00187","346.003","Summit Ave & E Denny Way","E Harrison St & Broadway Ave E","CH-01","CH-02","Annual Member","Female",1983
97865,"2015-06-26 23:10:00","2015-06-26 23:17:00","SEA00361","370.882","15th Ave E & E Thomas St","Bellevue Ave & E Pine St","CH-05","CH-12","Annual Member","Female",1964
140140,"2015-09-05 15:51:00","2015-09-05 15:57:00","SEA00470","375.084","Pier 69 / Alaskan Way & Clay St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","WF-01","WF-04","Short-Term Pass Holder","",""
27802,"2015-01-13 07:40:00","2015-01-13 07:47:00","SEA00406","428.64","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","Children's Hospital / Sandpoint Way NE & 40th Ave NE","UD-01","DPD-03","Annual Member","Male",1981
87158,"2015-06-08 20:05:00","2015-06-08 20:11:00","SEA00427","382.391","Seattle University / E Columbia St & 12th Ave","12th Ave & E Yesler Way","FH-04","CD-01","Annual Member","Female",1963
139561,"2015-09-04 11:01:00","2015-09-04 11:30:00","SEA00121","1738.381","Burke-Gilman Trail / NE Blakeley St & 24th Ave NE","12th Ave & NE Campus Pkwy","UD-01","UD-04","Short-Term Pass Holder","",""
142139,"2015-09-10 05:40:00","2015-09-10 05:44:00","SEA00235","254","Cal Anderson Park / 11th Ave & Pine St","Pine St & 9th Ave","CH-08","SLU-16","Annual Member","Female",1988
41937,"2015-02-28 17:39:00","2015-02-28 17:43:00","SEA00401","251.489","2nd Ave & Spring St","2nd Ave & Pine St","CBD-06","CBD-13","Short-Term Pass Holder","",""
60853,"2015-04-19 17:47:00","2015-04-19 18:12:00","SEA00139","1478.498","Pine St & 9th Ave","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","SLU-16","WF-04","Short-Term Pass Holder","",""
92807,"2015-06-18 08:14:00","2015-06-18 08:21:00","SEA00447","378.633","Westlake Ave & 6th Ave","9th Ave N & Mercer St","SLU-15","DPD-01","Annual Member","Male",1965
110767,"2015-07-17 09:47:00","2015-07-17 10:11:00","SEA00301","1436.536","Pier 69 / Alaskan Way & Clay St","6th Ave S & S King St","WF-01","ID-04","Short-Term Pass Holder","",""
62527,"2015-04-21 17:04:00","2015-04-21 17:19:00","SEA00028","893.938","2nd Ave & Blanchard St","Summit Ave E & E Republican St","BT-05","CH-03","Annual Member","Female",1966
67497,"2015-05-02 20:37:00","2015-05-02 20:49:00","SEA00093","741.328","12th Ave & E Mercer St","3rd Ave & Broad St","CH-15","BT-01","Annual Member","Male",1969
22141,"2014-12-16 21:20:00","2014-12-16 21:28:00","SEA00176","497.151","9th Ave N & Mercer St","2nd Ave & Vine St","DPD-01","BT-03","Annual Member","Male",1985
98534,"2015-06-28 12:54:00","2015-06-28 13:05:00","SEA00045","607.843","9th Ave N & Mercer St","PATH / 9th Ave & Westlake Ave","DPD-01","SLU-07","Short-Term Pass Holder","",""
137595,"2015-08-30 17:41:00","2015-08-30 17:45:00","SEA00294","260.861","Bellevue Ave & E Pine St","7th Ave & Union St","CH-12","CBD-03","Annual Member","Male",1989
132620,"2015-08-21 11:07:00","2015-08-21 11:17:00","SEA00462","580.352","Cal Anderson Park / 11th Ave & Pine St","Republican St & Westlake Ave N","CH-08","SLU-04","Annual Member","Male",1991
5164,"2014-10-23 17:15:00","2014-10-23 19:22:00","SEA00351","7644.078","15th Ave NE & NE 40th St","Westlake Ave & 6th Ave","UW-04","SLU-15","Annual Member","Male",1958
31534,"2015-01-26 13:06:00","2015-01-26 13:31:00","SEA00213","1477.568","Pier 69 / Alaskan Way & Clay St","Pier 69 / Alaskan Way & Clay St","WF-01","WF-01","Short-Term Pass Holder","",""
34064,"2015-02-04 07:46:00","2015-02-04 07:51:00","SEA00109","295.771","2nd Ave & Spring St","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","CBD-06","PS-05","Annual Member","Female",1985
86453,"2015-06-07 17:42:00","2015-06-07 17:47:00","SEA00250","330.313","PATH / 9th Ave & Westlake Ave","REI / Yale Ave N & John St","SLU-07","SLU-01","Annual Member","Male",1975
143343,"2015-09-11 22:25:00","2015-09-11 22:42:00","SEA00192","1021.902","Eastlake Ave E & E Allison St","E Harrison St & Broadway Ave E","EL-05","CH-02","Annual Member","Male",1995
83525,"2015-06-02 11:45:00","2015-06-02 11:51:00","SEA00315","334.352","6th Ave S & S King St","City Hall / 4th Ave & James St","ID-04","CBD-07","Annual Member","Male",1962
76034,"2015-05-19 18:21:00","2015-05-19 18:37:00","SEA00479","977.542","1st Ave & Marion St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","CBD-05","WF-04","Annual Member","Female",1984
147400,"2015-09-21 13:10:00","2015-09-21 13:18:00","SEA00468","428.774","E Harrison St & Broadway Ave E","PATH / 9th Ave & Westlake Ave","CH-02","SLU-07","Annual Member","Female",1983
90777,"2015-06-14 18:00:00","2015-06-14 18:17:00","SEA00194","994.081","Dexter Ave N & Aloha St","Westlake Ave & 6th Ave","SLU-02","SLU-15","Short-Term Pass Holder","",""
58427,"2015-04-16 12:51:00","2015-04-16 12:56:00","SEA00352","298.33","REI / Yale Ave N & John St","Pine St & 9th Ave","SLU-01","SLU-16","Annual Member","Male",1987
53500,"2015-04-02 18:12:00","2015-04-02 18:17:00","SEA00144","351.19","Republican St & Westlake Ave N","Dexter Ave & Denny Way","SLU-04","SLU-18","Annual Member","Male",1982
137384,"2015-08-30 11:16:00","2015-08-30 11:19:00","SEA00235","177.64","E Pine St & 16th Ave","15th Ave E & E Thomas St","CH-07","CH-05","Annual Member","Male",1993
8656,"2014-11-02 00:57:00","2014-11-02 01:14:00","SEA00244","1039.326","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","2nd Ave & Spring St","WF-04","CBD-06","Short-Term Pass Holder","",""
40183,"2015-02-23 08:17:00","2015-02-23 08:24:00","SEA00053","414.687","2nd Ave & Pine St","Occidental Park / Occidental Ave S & S Washington St","CBD-13","PS-04","Annual Member","Female",1979
78954,"2015-05-25 12:31:00","2015-05-25 12:41:00","SEA00082","589.934","1st Ave & Marion St","2nd Ave & Pine St","CBD-05","CBD-13","Short-Term Pass Holder","",""
63099,"2015-04-22 18:27:00","2015-04-22 18:42:00","SEA00195","862.39","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","King Street Station Plaza / 2nd Ave Extension S & S Jackson St","WF-04","PS-05","Short-Term Pass Holder","",""
25762,"2015-01-05 15:23:00","2015-01-05 16:35:00","SEA00216","4282.751","2nd Ave & Spring St","2nd Ave & Spring St","CBD-06","CBD-06","Short-Term Pass Holder","",""
113964,"2015-07-22 09:43:00","2015-07-22 09:48:00","SEA00459","304.994","E Harrison St & Broadway Ave E","Pine St & 9th Ave","CH-02","SLU-16","Annual Member","Male",1983
71876,"2015-05-11 08:36:00","2015-05-11 08:47:00","SEA00080","678.724","12th Ave & NE Campus Pkwy","UW Engineering Library / E Stevens Way NE & Jefferson Rd","UD-04","UW-06","Annual Member","Female",1995
79647,"2015-05-26 17:44:00","2015-05-26 17:51:00","SEA00285","419.581","9th Ave N & Mercer St","Key Arena / 1st Ave N & Harrison St","DPD-01","SLU-19","Annual Member","Male",1989
72956,"2015-05-13 18:00:00","2015-05-13 18:06:00","SEA00470","350.754","Westlake Ave & 6th Ave","1st Ave & Marion St","SLU-15","CBD-05","Annual Member","Male",1969
120180,"2015-08-01 11:33:00","2015-08-01 11:56:00","SEA00424","1360.654","Union St & 4th Ave","Dexter Ave & Denny Way","CBD-04","SLU-18","Short-Term Pass Holder","",""
85922,"2015-06-06 16:42:00","2015-06-06 16:56:00","SEA00350","840.771","Lake Union Park / Valley St & Boren Ave N","REI / Yale Ave N & John St","SLU-17","SLU-01","Short-Term Pass Holder","",""
33699,"2015-02-02 17:05:00","2015-02-02 17:16:00","SEA00421","680.116","Frye Art Museum / Terry Ave & Columbia St","Summit Ave & E Denny Way","FH-01","CH-01","Annual Member","Male",1945
93306,"2015-06-18 19:46:00","2015-06-18 20:08:00","SEA00298","1293.497","Dexter Ave & Denny Way","2nd Ave & Pine St","SLU-18","CBD-13","Short-Term Pass Holder","",""
10035,"2014-11-05 13:42:00","2014-11-05 13:55:00","SEA00075","823.194","REI / Yale Ave N & John St","City Hall / 4th Ave & James St","SLU-01","CBD-07","Annual Member","Male",1965
65853,"2015-04-29 14:10:00","2015-04-29 15:06:00","SEA00483","3357.559","City Hall / 4th Ave & James St","City Hall / 4th Ave & James St","CBD-07","CBD-07","Short-Term Pass Holder","",""
78401,"2015-05-24 10:16:00","2015-05-24 10:44:00","SEA00438","1702.947","3rd Ave & Broad St","Pier 69 / Alaskan Way & Clay St","BT-01","WF-01","Annual Member","Male",1960
11038,"2014-11-08 10:38:00","2014-11-08 10:48:00","SEA00417","607.862","15th Ave NE & NE 40th St","Eastlake Ave E & E Allison St","UW-04","EL-05","Short-Term Pass Holder","",""
85419,"2015-06-05 18:33:00","2015-06-05 18:37:00","SEA00297","237.497","2nd Ave & Spring St","2nd Ave & Pine St","CBD-06","CBD-13","Annual Member","Male",1975
61471,"2015-04-20 14:51:00","2015-04-20 15:01:00","SEA00447","583.031","REI / Yale Ave N & John St","2nd Ave & Blanchard St","SLU-01","BT-05","Annual Member","Male",1976
114023,"2015-07-22 11:21:00","2015-07-22 11:40:00","SEA00025","1171.567","UW Engineering Library / E Stevens Way NE & Jefferson Rd","15th Ave NE & NE 40th St","UW-06","UW-04","Short-Term Pass Holder","",""
44192,"2015-03-07 13:43:00","2015-03-07 14:06:00","SEA00248","1396.55","1st Ave & Marion St","1st Ave & Marion St","CBD-05","CBD-05","Short-Term Pass Holder","",""
15762,"2014-11-20 17:42:00","2014-11-20 17:59:00","SEA00086","1007.132","E Harrison St & Broadway Ave E","6th Ave S & S King St","CH-02","ID-04","Annual Member","Male",1987
75247,"2015-05-18 11:23:00","2015-05-18 11:28:00","SEA00228","333.442","2nd Ave & Vine St","2nd Ave & Blanchard St","BT-03","BT-05","Short-Term Pass Holder","",""
18899,"2014-12-03 20:19:00","2014-12-03 20:30:00","SEA00070","652.888","PATH / 9th Ave & Westlake Ave","Pier 69 / Alaskan Way & Clay St","SLU-07","WF-01","Annual Member","Male",1988
37876,"2015-02-16 12:24:00","2015-02-16 12:31:00","SEA00446","450.042","6th Ave & Blanchard St","Pier 69 / Alaskan Way & Clay St","BT-04","WF-01","Annual Member","Male",1983
128632,"2015-08-14 12:31:00","2015-08-14 12:58:00","SEA00222","1629.814","9th Ave N & Mercer St","7th Ave & Union St","DPD-01","CBD-03","Short-Term Pass Holder","",""
118017,"2015-07-28 20:13:00","2015-07-28 20:32:00","SEA00167","1129.731","Pier 69 / Alaskan Way & Clay St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","WF-01","WF-04","Short-Term Pass Holder","",""
32945,"2015-01-30 11:08:00","2015-01-30 11:17:00","SEA00190","558.287","2nd Ave & Spring St","3rd Ave & Broad St","CBD-06","BT-01","Annual Member","Male",1962
108247,"2015-07-13 16:38:00","2015-07-13 16:47:00","SEA00170","541.543","Summit Ave & E Denny Way","2nd Ave & Spring St","CH-01","CBD-06","Annual Member","Male",1984
88106,"2015-06-10 16:09:00","2015-06-10 16:23:00","SEA00067","868.878","E Blaine St & Fairview Ave E","Key Arena / 1st Ave N & Harrison St","EL-03","SLU-19","Annual Member","Female",1979
86259,"2015-06-07 12:55:00","2015-06-07 13:02:00","SEA00046","367.945","Westlake Ave & 6th Ave","2nd Ave & Blanchard St","SLU-15","BT-05","Short-Term Pass Holder","",""
140752,"2015-09-07 13:02:00","2015-09-07 13:06:00","SEA00500","192.686","Summit Ave & E Denny Way","Harvard Ave & E Pine St","CH-01","CH-09","Annual Member","Male",1996
77212,"2015-05-21 18:44:00","2015-05-21 18:57:00","SEA00461","822.394","Pier 69 / Alaskan Way & Clay St","Seattle Aquarium / Alaskan Way S & Elliott Bay Trail","WF-01","WF-04","Short-Term Pass Holder","",""
34841,"2015-02-08 00:10:00","2015-02-08 00:18:00","SEA00189","536.426","7th Ave & Union St","2nd Ave & Vine St","CBD-03","BT-03","Annual Member","Male",1989
100575,"2015-07-02 07:51:00","2015-07-02 07:55:00","SEA00103","225.988","1st Ave & Marion St","Occidental Park / Occidental Ave S & S Washington St","CBD-05","PS-04","Annual Member","Male",1960
28339,"2015-01-14 17:47:00","2015-01-14 18:00:00","SEA00497","797.37","Westlake Ave & 6th Ave","Key Arena / 1st Ave N & Harrison St","SLU-15","SLU-19","Annual Member","Male",1966
39136,"2015-02-20 08:13:00","2015-02-20 08:25:00","SEA00110","680.396","Summit Ave E & E Republican St","2nd Ave & Spring St","CH-03","CBD-06","Annual Member","Female",1991
62086,"2015-04-21 08:05:00","2015-04-21 08:21:00","SEA00038","947.127","PATH / 9th Ave & Westlake Ave","Summit Ave E & E Republican St","SLU-07","CH-03","Annual Member","Male",1984
134342,"2015-08-24 11:33:00","2015-08-24 11:39:00","SEA00384","363.244","15th Ave E & E Thomas St","Harvard Ave & E Pine St","CH-05","CH-09","Annual Member","Male",1976
149112,"2015-09-24 19:07:00","2015-09-24 19:18:00","SEA00445","634.565","2nd Ave & Blanchard St","Key Arena / 1st Ave N & Harrison St","BT-05","SLU-19","Annual Member","Male",1976
148101,"2015-09-23 00:24:00","2015-09-23 00:26:00","SEA00471","138.56","Seattle University / E Columbia St & 12th Ave","Seattle University / E Columbia St & 12th Ave","FH-04","FH-04","Annual Member","Female",1964
122124,"2015-08-04 09:25:00","2015-08-04 09:31:00","SEA00413","371.495","2nd Ave & Vine St","Republican St & Westlake Ave N","BT-03","SLU-04","Annual Member","Male",1981
36711,"2015-02-13 16:14:00","2015-02-13 16:19:00","SEA00339","300.726","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","Republican St & Westlake Ave N","EL-01","SLU-04","Annual Member","Male",1981
144004,"2015-09-13 14:45:00","2015-09-13 14:53:00","SEA00483","473.281","3rd Ave & Broad St","Westlake Ave & 6th Ave","BT-01","SLU-15","Annual Member","Female",1964
133813,"2015-08-23 12:22:00","2015-08-23 12:48:00","SEA00283","1531.468","15th Ave NE & NE 40th St","UW Intramural Activities Building","UW-04","UW-07","Short-Term Pass Holder","",""
151091,"2015-09-29 08:29:00","2015-09-29 08:42:00","SEA00121","768.804","E Pine St & 16th Ave","PATH / 9th Ave & Westlake Ave","CH-07","SLU-07","Annual Member","Female",1984
13836,"2014-11-14 21:11:00","2014-11-14 21:18:00","SEA00126","463.239","Bellevue Ave & E Pine St","6th Ave & Blanchard St","CH-12","BT-04","Annual Member","Male",1988
42127,"2015-03-01 13:15:00","2015-03-01 13:56:00","SEA00406","2472.516","15th Ave NE & NE 40th St","2nd Ave & Spring St","UW-04","CBD-06","Short-Term Pass Holder","",""
120527,"2015-08-01 17:24:00","2015-08-01 17:41:00","SEA00023","1031.041","NE 42nd St & University Way NE","E Blaine St & Fairview Ave E","UD-02","EL-03","Short-Term Pass Holder","",""
48519,"2015-03-19 17:29:00","2015-03-19 17:37:00","SEA00196","500.736","REI / Yale Ave N & John St","6th Ave & Blanchard St","SLU-01","BT-04","Annual Member","Male",1976
81611,"2015-05-29 17:57:00","2015-05-29 18:26:00","SEA00059","1748.827","Summit Ave & E Denny Way","Occidental Park / Occidental Ave S & S Washington St","CH-01","PS-04","Annual Member","Female",1991
151520,"2015-09-29 18:46:00","2015-09-29 18:57:00","SEA00373","656.853","Lake Union Park / Valley St & Boren Ave N","3rd Ave & Broad St","SLU-17","BT-01","Annual Member","Female",1992
143442,"2015-09-12 10:52:00","2015-09-12 13:33:00","SEA00044","9677.443","Pier 69 / Alaskan Way & Clay St","Pier 69 / Alaskan Way & Clay St","WF-01","WF-01","Short-Term Pass Holder","",""
10677,"2014-11-07 14:12:00","2014-11-07 15:21:00","SEA00390","4133.882","Occidental Park / Occidental Ave S & S Washington St","Key Arena / 1st Ave N & Harrison St","PS-04","SLU-19","Short-Term Pass Holder","",""
64723,"2015-04-26 18:32:00","2015-04-26 18:36:00","SEA00339","278.867","Summit Ave & E Denny Way","REI / Yale Ave N & John St","CH-01","SLU-01","Annual Member","Other",1978
142243,"2015-09-10 09:05:00","2015-09-10 09:13:00","SEA00415","480.375","2nd Ave & Vine St","9th Ave N & Mercer St","BT-03","DPD-01","Annual Member","Male",1985
81955,"2015-05-30 12:28:00","2015-05-30 12:32:00","SEA00139","223.458","Lake Union Park / Valley St & Boren Ave N","Fred Hutchinson Cancer Research Center / Fairview Ave N & Ward St","SLU-17","EL-01","Short-Term Pass Holder","",""
22527,"2014-12-18 18:03:00","2014-12-18 18:10:00","SEA00429","404.06","REI / Yale Ave N & John St","7th Ave & Union St","SLU-01","CBD-03","Annual Member","Male",1987
148214,"2015-09-23 09:13:00","2015-09-23 09:20:00","SEA00095","434.951","12th Ave & E Denny Way","9th Ave N & Mercer St","CH-06","DPD-01","Annual Member","Male",1986
77248,"2015-05-21 20:07:00","2015-05-21 20:12:00","SEA00321","284.272","12th Ave & E Denny Way","Seattle University / E Columbia St & 12th Ave","CH-06","FH-04","Annual Member","Male",1978
4402,"2014-10-21 08:50:00","2014-10-21 09:10:00","SEA00497","1206.441","12th Ave & E Mercer St","1st Ave & Marion St","CH-15","CBD-05","Annual Member","Other",1967
3671,"2014-10-19 15:59:00","2014-10-19 16:19:00","SEA00439","1195.89","UW Engineering Library / E Stevens Way NE & Jefferson Rd","Eastlake Ave E & E Allison St","UW-06","EL-05","Short-Term Pass Holder","",""
137806,"2015-08-31 10:12:00","2015-08-31 10:26:00","SEA00025","854.465","E Harrison St & Broadway Ave E","Bellevue Ave & E Pine St","CH-02","CH-12","Annual Member","Male",1977
91421,"2015-06-15 19:10:00","2015-06-15 19:14:00","SEA00265","201.931","Westlake Ave & 6th Ave","PATH / 9th Ave & Westlake Ave","SLU-15","SLU-07","Annual Member","Male",1968
117423,"2015-07-28 06:42:00","2015-07-28 06:47:00","SEA00116","291.559","Westlake Ave & 6th Ave","2nd Ave & Spring St","SLU-15","CBD-06","Annual Member","Male",1968
156162,"2015-10-11 12:23:00","2015-10-11 12:27:00","SEA00083","251.962","7th Ave & Union St","7th Ave & Union St","CBD-03","CBD-03","Short-Term Pass Holder","",""
154141,"2015-10-05 13:24:00","2015-10-05 13:34:00","SEA00172","581.203","E Blaine St & Fairview Ave E","Republican St & Westlake Ave N","EL-03","SLU-04","Annual Member","Female",1961
97914,"2015-06-27 09:26:00","2015-06-27 09:38:00","SEA00027","706.08","15th Ave E & E Thomas St","6th Ave S & S King St","CH-05","ID-04","Annual Member","Female",1984
113072,"2015-07-20 17:13:00","2015-07-20 17:31:00","SEA00497","1104.712","Republican St & Westlake Ave N","Bellevue Ave & E Pine St","SLU-04","CH-12","Annual Member","Male",1993
47959,"2015-03-18 09:50:00","2015-03-18 09:53:00","SEA00424","228.758","Dexter Ave N & Aloha St","9th Ave N & Mercer St","SLU-02","DPD-01","Short-Term Pass Holder","",""
138205,"2015-09-01 09:45:00","2015-09-01 09:54:00","SEA00480","549.516","15th Ave E & E Thomas St","Lake Union Park / Valley St & Boren Ave N","CH-05","SLU-17","Annual Member","Male",1991
42131,"2015-03-01 13:32:00","2015-03-01 13:37:00","SEA00025","311.055","Westlake Ave & 6th Ave","Republican St & Westlake Ave N","SLU-15","SLU-04","Annual Member","Male",1968
155882,"2015-10-09 22:00:00","2015-10-09 22:14:00","SEA00303","807.397","2nd Ave & Vine St","Union St & 4th Ave","BT-03","CBD-04","Annual Member","Male",1983
44034,"2015-03-07 08:22:00","2015-03-07 09:22:00","SEA00385","3603.437","15th Ave E & E Thomas St","2nd Ave & Spring St","CH-05","CBD-06","Short-Term Pass Holder","",""
154126,"2015-10-05 13:13:00","2015-10-05 13:33:00","SEA00259","1201.976","Key Arena / 1st Ave N & Harrison St","Republican St & Westlake Ave N","SLU-19","SLU-04","Short-Term Pass Holder","",""
116532,"2015-07-26 12:53:00","2015-07-26 13:01:00","SEA00238","483.38","3rd Ave & Broad St","2nd Ave & Spring St","BT-01","CBD-06","Annual Member","Male",1988
74577,"2015-05-17 02:16:00","2015-05-17 03:14:00","SEA00401","3500.015","Summit Ave & E Denny Way","Summit Ave & E Denny Way","CH-01","CH-01","Short-Term Pass Holder","",""
2057,"2014-10-16 15:03:00","2014-10-16 15:10:00","SEA00067","419.512","Cal Anderson Park / 11th Ave & Pine St","12th Ave & E Mercer St","CH-08","CH-15","Short-Term Pass Holder","",""
13948,"2014-11-15 12:47:00","2014-11-15 13:24:00","SEA00086","2226.896","Harvard Ave & E Pine St","Harvard Ave & E Pine St","CH-09","CH-09","Short-Term Pass Holder","",""
7775,"2014-10-30 19:26:00","2014-10-30 19:38:00","SEA00289","759.217","9th Ave N & Mercer St","Summit Ave & E Denny Way","DPD-01","CH-01","Annual Member","Male",1986
142186,"2015-09-10 08:08:00","2015-09-10 08:16:00","SEA00202","471.323","Terry Ave & Stewart St","Dexter Ave N & Aloha St","SLU-20","SLU-02","Annual Member","Male",1982
68898,"2015-05-06 11:14:00","2015-05-06 11:17:00","SEA00342","201.19","NE 47th St & 12th Ave NE","Burke Museum / E Stevens Way NE & Memorial Way NE","UD-07","UW-02","Annual Member","Male",1994
41095,"2015-02-26 09:21:00","2015-02-26 09:25:00","SEA00368","249.384","Summit Ave & E Denny Way","REI / Yale Ave N & John St","CH-01","SLU-01","Annual Member","Male",1987
78376,"2015-05-24 07:50:00","2015-05-24 07:56:00","SEA00156","354.444","Frye Art Museum / Terry Ave & Columbia St","Cal Anderson Park / 11th Ave & Pine St","FH-01","CH-08","Annual Member","Male",1983
103845,"2015-07-06 19:17:00","2015-07-06 19:25:00","SEA00139","525.011","2nd Ave & Blanchard St","2nd Ave & Spring St","BT-05","CBD-06","Short-Term Pass Holder","",""
111285,"2015-07-17 19:27:00","2015-07-17 19:43:00","SEA00338","986.065","Frye Art Museum / Terry Ave & Columbia St","Key Arena / 1st Ave N & Harrison St","FH-01","SLU-19","Annual Member","Male",1988
154147,"2015-10-05 13:39:00","2015-10-05 13:47:00","SEA00102","490.998","9th Ave N & Mercer St","Lake Union Park / Valley St & Boren Ave N","DPD-01","SLU-17","Annual Member","Female",1969
107939,"2015-07-13 09:36:00","2015-07-13 09:44:00","SEA00285","471.509","2nd Ave & Vine St","Pier 69 / Alaskan Way & Clay St","BT-03","WF-01","Short-Term Pass Holder","",""
91665,"2015-06-16 09:23:00","2015-06-16 09:37:00","SEA00113","844.285","Harvard Ave & E Pine St","Republican St & Westlake Ave N","CH-09","SLU-04","Annual Member","Male",1972
40954,"2015-02-25 17:17:00","2015-02-25 17:32:00","SEA00419","890.587","3rd Ave & Broad St","3rd Ave & Broad St","BT-01","BT-01","Short-Term Pass Holder","",""
11382,"2014-11-08 15:30:00","2014-11-08 16:39:00","SEA00087","4123.385","Children's Hospital / Sandpoint Way NE & 40th Ave NE","E Pine St & 16th Ave","DPD-03","CH-07","Short-Term Pass Holder","",""
47811,"2015-03-17 18:16:00","2015-03-17 18:24:00","SEA00431","495.521","2nd Ave & Pine St","2nd Ave & Vine St","CBD-13","BT-03","Annual Member","Male",1989
